Date,CROWSNEST RIVER AT FRANK,ELK RIVER AT FERNIE,HOSMER CREEK ABOVE DIVERSIONS
1983-10-24,1.48,16.1,0.036
1983-10-25,1.45,15.5,0.036
1983-10-26,1.4,15.0,0.036
1983-10-27,1.33,14.5,0.035
1983-10-28,1.37,14.2,0.034
1983-10-29,1.39,14.1,0.034
1983-10-30,1.39,14.6,0.034
1983-10-31,1.4,15.3,0.035
1983-11-01,1.49,15.5,0.036
1983-11-02,1.52,15.5,0.093
1983-11-03,1.66,18.4,0.149
1983-11-04,2.42,41.2,0.149
1983-11-05,2.29,35.7,0.149
1983-11-06,2.22,30.1,0.149
1983-11-07,2.17,28.0,0.149
1983-11-08,2.02,24.8,0.116
1983-11-09,1.94,22.7,0.083
1983-11-10,1.84,22.0,0.078
1983-11-11,1.84,21.5,0.074
1983-11-12,1.85,20.6,0.074
1983-11-13,1.77,21.0,0.074
1983-11-14,1.7,20.4,0.074
1983-11-15,1.71,20.5,0.074
1984-01-01,1.09,12.4,0.079
1984-01-02,1.08,13.0,0.08
1984-01-03,1.06,14.5,0.085
1984-01-04,1.78,17.0,0.091
1984-01-05,4.08,20.0,0.098
1984-01-06,2.85,23.0,0.106
1984-01-07,2.59,25.0,0.108
1984-01-08,2.37,22.6,0.107
1984-01-09,2.06,19.6,0.104
1984-01-10,2.02,18.0,0.101
1984-01-11,2.0,16.8,0.097
1984-01-12,1.91,15.7,0.093
1984-01-13,1.53,13.8,0.086
1984-01-14,1.41,12.6,0.078
1984-01-15,1.55,12.1,0.068
1984-01-16,1.62,12.6,0.063
1984-01-17,1.82,11.7,0.055
1984-01-18,1.81,11.1,0.049
1984-01-19,1.99,10.7,0.046
1984-01-20,2.03,10.7,0.044
1984-01-21,1.73,11.3,0.044
1984-01-22,1.48,12.0,0.044
1984-01-23,1.49,13.0,0.045
1984-01-24,1.5,14.0,0.046
1984-01-25,1.67,15.3,0.048
1984-01-26,1.63,17.1,0.048
1984-01-27,1.65,15.2,0.051
1984-01-28,1.68,16.4,0.054
1984-01-29,1.59,17.0,0.055
1984-01-30,1.52,15.0,0.054
1984-01-31,1.46,13.9,0.053
1984-02-01,1.41,13.6,0.053
1984-02-02,1.34,13.2,0.052
1984-02-03,1.39,12.7,0.052
1984-02-04,1.36,12.4,0.052
1984-02-05,1.34,11.9,0.051
1984-02-06,1.34,12.0,0.051
1984-02-07,1.31,12.0,0.051
1984-02-08,1.3,11.7,0.05
1984-02-09,1.25,11.7,0.049
1984-02-10,1.24,11.7,0.048
1984-02-11,1.22,11.6,0.048
1984-02-12,1.21,11.6,0.047
1984-02-13,1.25,12.1,0.047
1984-02-14,1.2,12.2,0.046
1984-02-15,1.15,11.6,0.046
1984-02-16,1.15,11.2,0.045
1984-02-17,1.1,10.5,0.044
1984-02-18,1.11,10.5,0.042
1984-02-19,1.14,10.4,0.039
1984-02-20,1.19,10.6,0.038
1984-02-21,1.15,11.1,0.038
1984-02-22,1.15,11.3,0.039
1984-02-23,1.14,10.8,0.039
1984-02-24,1.11,10.7,0.039
1984-02-25,1.13,10.6,0.039
1984-02-26,1.11,10.6,0.039
1984-02-27,1.07,10.5,0.039
1984-02-28,1.08,10.5,0.037
1984-02-29,1.07,10.5,0.036
1984-03-01,1.05,10.4,0.039
1984-03-02,1.03,10.4,0.042
1984-03-03,1.02,10.4,0.046
1984-03-04,0.985,10.1,0.05
1984-03-05,1.03,10.6,0.053
1984-03-06,1.04,10.4,0.057
1984-03-07,1.02,10.5,0.059
1984-03-08,1.01,10.7,0.061
1984-03-09,1.04,11.1,0.061
1984-03-10,1.05,11.3,0.061
1984-03-11,1.04,11.3,0.06
1984-03-12,1.06,11.8,0.059
1984-03-13,1.03,12.1,0.057
1984-03-14,0.997,11.3,0.055
1984-03-15,1.05,10.7,0.053
1984-03-16,1.12,11.4,0.051
1984-03-17,1.11,11.4,0.053
1984-03-18,1.15,11.2,0.055
1984-03-19,1.15,11.2,0.057
1984-03-20,1.09,11.3,0.059
1984-03-21,1.19,12.5,0.063
1984-03-22,1.25,13.6,0.067
1984-03-23,1.26,13.7,0.067
1984-03-24,1.26,13.8,0.067
1984-03-25,1.24,13.3,0.067
1984-03-26,1.22,13.0,0.067
1984-03-27,1.22,12.4,0.067
1984-03-28,1.22,12.4,0.067
1984-03-29,1.2,12.4,0.067
1984-03-30,1.19,12.3,0.063
1984-03-31,1.19,12.1,0.059
1984-04-01,1.2,11.9,0.061
1984-04-02,1.19,12.0,0.063
1984-04-03,1.17,12.2,0.065
1984-04-04,1.18,12.3,0.067
1984-04-05,1.24,12.8,0.067
1984-04-06,1.29,13.5,0.067
1984-04-07,1.29,13.5,0.072
1984-04-08,1.29,14.3,0.076
1984-04-09,1.28,14.0,0.074
1984-04-10,1.28,14.1,0.072
1984-04-11,1.29,13.7,0.074
1984-04-12,1.28,13.6,0.076
1984-04-13,1.28,13.4,0.085
1984-04-14,1.35,13.3,0.094
1984-04-15,1.55,14.5,0.275
1984-04-16,2.17,19.5,0.456
1984-04-17,3.18,30.8,0.378
1984-04-18,3.49,34.4,0.312
1984-04-19,3.63,34.8,0.312
1984-04-20,3.64,35.1,0.312
1984-04-21,3.48,35.8,0.306
1984-04-22,3.59,39.3,0.301
1984-04-23,3.39,39.7,0.234
1984-04-24,3.13,37.9,0.168
1984-04-25,2.9,35.6,0.158
1984-04-26,2.84,33.6,0.147
1984-04-27,2.64,31.1,0.134
1984-04-28,2.54,29.0,0.121
1984-04-29,2.46,27.8,0.113
1984-04-30,2.43,26.5,0.104
1984-05-01,2.39,25.9,0.113
1984-05-02,2.46,27.1,0.121
1984-05-03,2.49,26.4,0.113
1984-05-04,2.38,25.0,0.104
1984-05-05,2.43,25.3,0.114
1984-05-06,2.45,25.7,0.124
1984-05-07,2.46,25.6,0.329
1984-05-08,2.63,25.9,0.147
1984-05-09,3.82,33.6,0.452
1984-05-10,3.57,33.5,0.371
1984-05-11,3.44,31.8,0.333
1984-05-12,3.47,31.5,0.295
1984-05-13,3.63,31.6,0.463
1984-05-14,4.59,37.1,0.63
1984-05-15,6.65,54.9,0.63
1984-05-16,9.97,77.8,0.63
1984-05-17,8.61,79.9,0.739
1984-05-18,7.59,76.2,0.849
1984-05-19,7.44,78.9,0.739
1984-05-20,8.37,94.5,0.63
1984-05-21,7.9,91.1,0.62
1984-05-22,7.33,81.7,0.611
1984-05-23,7.3,79.0,0.529
1984-05-24,6.99,77.9,0.448
1984-05-25,6.71,74.6,0.41
1984-05-26,6.63,70.8,0.371
1984-05-27,6.46,68.2,0.41
1984-05-28,6.4,68.5,0.448
1984-05-29,7.12,80.0,0.509
1984-05-30,10.1,127.0,0.57
1984-05-31,13.2,187.0,0.63
1984-06-01,11.5,155.0,0.468
1984-06-02,9.84,125.0,0.306
1984-06-03,9.03,114.0,0.332
1984-06-04,8.73,110.0,0.358
1984-06-05,8.67,110.0,0.352
1984-06-06,8.7,113.0,0.345
1984-06-07,8.86,124.0,0.332
1984-06-08,9.83,137.0,0.319
1984-06-09,10.5,148.0,0.313
1984-06-10,10.2,139.0,0.306
1984-06-11,9.97,134.0,0.313
1984-06-12,10.2,136.0,0.319
1984-06-13,10.6,149.0,0.325
1984-06-14,11.1,159.0,0.378
1984-06-15,12.0,179.0,0.319
1984-06-16,12.0,193.0,0.306
1984-06-17,11.5,190.0,0.306
1984-06-18,10.5,174.0,0.306
1984-06-19,9.93,159.0,0.313
1984-06-20,9.54,150.0,0.319
1984-06-21,10.1,152.0,0.313
1984-06-22,10.5,151.0,0.306
1984-06-23,9.59,136.0,0.306
1984-06-24,9.31,140.0,0.306
1984-06-25,9.35,150.0,0.306
1984-06-26,9.34,154.0,0.306
1984-06-27,9.25,153.0,0.255
1984-06-28,9.14,152.0,0.204
1984-06-29,9.13,149.0,0.202
1984-06-30,9.05,145.0,0.2
1984-07-01,8.22,127.0,0.15
1984-07-02,7.57,108.0,0.099
1984-07-03,7.16,96.6,0.099
1984-07-04,6.94,90.6,0.099
1984-07-05,6.95,90.6,0.15
1984-07-06,6.95,97.0,0.2
1984-07-07,6.69,90.4,0.2
1984-07-08,6.39,82.2,0.2
1984-07-09,5.98,76.3,0.164
1984-07-10,5.67,71.2,0.127
1984-07-11,5.54,68.1,0.102
1984-07-12,5.52,67.1,0.076
1984-07-13,5.38,67.0,0.076
1984-07-14,5.24,65.1,0.076
1984-07-15,5.1,62.1,0.076
1984-07-16,4.91,59.5,0.076
1984-07-17,4.78,57.4,0.071
1984-07-18,4.62,56.6,0.065
1984-07-19,4.55,55.8,0.06
1984-07-20,4.44,54.2,0.055
1984-07-21,4.37,53.2,0.053
1984-07-22,4.2,51.1,0.051
1984-07-23,3.92,47.5,0.051
1984-07-24,3.75,44.3,0.051
1984-07-25,3.58,42.1,0.05
1984-07-26,3.61,41.4,0.048
1984-07-27,3.67,41.6,0.034
1984-07-28,3.8,43.9,0.04
1984-07-29,3.86,44.7,0.039
1984-07-30,3.84,46.7,0.037
1984-07-31,3.59,44.1,0.037
1984-08-01,3.51,41.9,0.037
1984-08-02,3.67,40.6,0.037
1984-08-03,4.24,42.9,0.037
1984-08-04,3.9,40.3,0.036
1984-08-05,3.71,39.1,0.034
1984-08-06,3.77,40.2,0.034
1984-08-07,3.48,39.5,0.034
1984-08-08,3.25,38.8,0.033
1984-08-09,3.16,36.5,0.031
1984-08-10,3.05,34.9,0.031
1984-08-11,2.97,34.1,0.031
1984-08-12,2.91,33.2,0.031
1984-08-13,2.86,32.4,0.031
1984-08-14,2.71,31.8,0.03
1984-08-15,2.61,30.6,0.028
1984-08-16,2.55,29.3,0.028
1984-08-17,2.5,28.5,0.028
1984-08-18,2.44,27.9,0.028
1984-08-19,2.38,28.1,0.028
1984-08-20,2.33,28.5,0.028
1984-08-21,2.25,27.5,0.028
1984-08-22,2.22,26.3,0.028
1984-08-23,2.17,24.8,0.028
1984-08-24,2.13,24.1,0.028
1984-08-25,2.11,23.9,0.028
1984-08-26,2.07,23.5,0.028
1984-08-27,1.93,22.9,0.028
1984-08-28,2.04,24.0,0.027
1984-08-29,1.92,24.6,0.025
1984-08-30,1.9,24.3,0.025
1984-08-31,1.97,23.6,0.025
1984-09-01,1.93,22.8,0.025
1984-09-02,1.94,21.8,0.025
1984-09-03,1.92,21.5,0.025
1984-09-04,1.92,20.9,0.025
1984-09-05,1.84,20.3,0.024
1984-09-06,1.93,20.8,0.024
1984-09-07,1.93,21.1,0.024
1984-09-08,1.86,21.2,0.024
1984-09-09,1.91,20.8,0.024
1984-09-10,1.95,21.1,0.024
1984-09-11,1.95,20.6,0.024
1984-09-12,1.97,20.8,0.024
1984-09-13,1.91,20.3,0.024
1984-09-14,1.87,20.1,0.024
1984-09-15,1.86,19.7,0.024
1984-09-16,1.8,19.1,0.024
1984-09-17,1.71,18.4,0.024
1984-09-18,1.63,18.1,0.024
1984-09-19,1.64,18.0,0.024
1984-09-20,1.8,18.7,0.024
1984-09-21,2.4,24.9,0.024
1984-09-22,2.28,24.6,0.024
1984-09-23,2.16,23.5,0.024
1984-09-24,2.07,22.5,0.024
1984-09-25,2.03,22.0,0.025
1984-09-26,1.98,21.4,0.024
1984-09-27,1.95,20.9,0.024
1984-09-28,1.97,20.2,0.025
1984-09-29,2.0,19.7,0.024
1984-09-30,1.96,19.5,0.024
1984-10-01,2.0,19.4,0.025
1984-10-02,1.98,19.0,0.026
1984-10-03,2.04,18.9,0.027
1984-10-04,2.11,18.9,0.027
1984-10-05,2.23,19.0,0.027
1984-10-06,2.24,19.8,0.027
1984-10-07,2.24,18.8,0.026
1984-10-08,2.27,18.9,0.026
1984-10-09,2.17,18.6,0.027
1984-10-10,2.16,18.6,0.027
1984-10-11,2.2,18.6,0.026
1984-10-12,2.26,18.9,0.026
1984-10-13,2.27,19.5,0.026
1984-10-14,2.21,18.9,0.025
1984-10-15,2.08,18.8,0.025
1984-10-16,2.07,18.6,0.025
1984-10-17,2.07,18.3,0.025
1984-10-18,2.04,18.0,0.025
1984-10-19,1.97,17.9,0.025
1984-10-20,1.85,17.2,0.024
1984-10-21,1.81,16.7,0.024
1984-10-22,1.89,16.9,0.025
1984-10-23,1.94,16.0,0.024
1984-10-24,1.91,16.2,0.024
1984-10-25,1.96,16.5,0.024
1984-10-26,1.92,16.4,0.025
1984-10-27,1.77,16.0,0.026
1984-10-28,1.66,16.4,0.026
1984-10-29,1.62,15.4,0.025
1984-10-30,1.43,15.0,0.025
1984-10-31,1.2,14.2,0.024
1984-11-01,1.23,11.2,0.023
1984-11-02,1.28,10.7,0.023
1984-11-03,1.57,13.9,0.024
1984-11-04,1.73,16.9,0.025
1984-11-05,1.7,17.6,0.026
1984-11-06,1.66,16.6,0.026
1984-11-07,1.64,16.5,0.026
1984-11-08,1.58,16.3,0.026
1984-11-09,1.5,15.7,0.025
1984-11-10,1.53,15.9,0.025
1984-11-11,1.57,16.3,0.026
1984-11-12,1.63,16.8,0.027
1984-11-13,1.59,17.1,0.026
1984-11-14,1.58,16.9,0.026
1984-11-15,1.32,15.5,0.025
1984-11-16,1.36,14.5,0.025
1984-11-17,1.38,14.0,0.024
1984-11-18,1.59,14.0,0.024
1984-11-19,1.49,14.4,0.025
1984-11-20,1.52,14.8,0.025
1984-11-21,1.51,14.7,0.025
1984-11-22,1.22,14.0,0.025
1984-11-23,1.38,13.9,0.024
1984-11-24,1.38,13.9,0.024
1984-11-25,0.914,12.8,0.024
1984-11-26,0.956,11.4,0.023
1984-11-27,1.06,10.5,0.023
1984-11-28,1.1,11.5,0.023
1984-11-29,1.16,13.3,0.023
1984-11-30,1.14,13.0,0.023
1984-12-01,1.12,12.6,0.023
1984-12-02,1.09,12.0,0.022
1984-12-03,1.13,11.0,0.022
1984-12-04,1.0,10.3,0.021
1984-12-05,0.887,9.6,0.02
1984-12-06,0.896,9.6,0.02
1984-12-07,0.953,10.2,0.021
1984-12-08,1.04,11.5,0.022
1984-12-09,1.11,11.2,0.022
1984-12-10,1.17,10.8,0.022
1984-12-11,1.21,10.5,0.021
1984-12-12,1.18,10.4,0.021
1984-12-13,1.15,10.1,0.02
1984-12-14,1.11,10.3,0.02
1984-12-15,1.21,10.4,0.021
1984-12-16,1.64,10.0,0.021
1984-12-17,1.59,9.4,0.02
1984-12-18,1.49,9.0,0.02
1984-12-19,1.49,9.0,0.019
1984-12-20,1.38,9.2,0.02
1984-12-21,1.22,9.5,0.02
1984-12-22,1.01,10.0,0.02
1984-12-23,1.06,10.0,0.021
1984-12-24,1.04,9.7,0.021
1984-12-25,1.04,10.0,0.021
1984-12-26,0.983,10.3,0.021
1984-12-27,1.26,10.1,0.021
1984-12-28,1.15,9.7,0.021
1984-12-29,1.11,9.4,0.02
1984-12-30,1.01,9.0,0.019
1984-12-31,0.988,8.7,0.019
1985-01-01,1.13,8.7,0.019
1985-01-02,1.23,9.0,0.02
1985-01-03,1.14,9.8,0.021
1985-01-04,1.1,10.0,0.021
1985-01-05,1.07,10.4,0.022
1985-01-06,1.08,10.7,0.022
1985-01-07,1.07,10.6,0.022
1985-01-08,1.04,10.4,0.022
1985-01-09,1.04,10.5,0.022
1985-01-10,1.03,10.6,0.021
1985-01-11,1.03,10.6,0.021
1985-01-12,1.04,10.7,0.022
1985-01-13,1.04,10.9,0.022
1985-01-14,1.06,11.0,0.022
1985-01-15,1.07,10.6,0.022
1985-01-16,1.05,10.5,0.022
1985-01-17,1.05,10.7,0.023
1985-01-18,1.05,11.0,0.022
1985-01-19,1.04,11.0,0.021
1985-01-20,0.99,11.2,0.021
1985-01-21,1.02,11.0,0.022
1985-01-22,1.01,11.0,0.022
1985-01-23,0.996,10.8,0.022
1985-01-24,0.938,10.5,0.021
1985-01-25,0.92,10.2,0.021
1985-01-26,0.872,10.0,0.02
1985-01-27,0.83,9.8,0.02
1985-01-28,0.821,9.5,0.019
1985-01-29,0.8,9.0,0.018
1985-01-30,0.77,8.0,0.016
1985-01-31,0.75,7.0,0.016
1985-02-01,0.73,6.58,0.016
1985-02-02,0.71,6.4,0.016
1985-02-03,0.69,6.42,0.016
1985-02-04,0.67,6.4,0.016
1985-02-05,0.65,6.7,0.017
1985-02-06,0.648,7.03,0.017
1985-02-07,0.547,7.5,0.017
1985-02-08,0.54,8.0,0.017
1985-02-09,0.523,8.06,0.016
1985-02-10,0.555,8.24,0.017
1985-02-11,0.593,8.4,0.018
1985-02-12,0.561,8.64,0.018
1985-02-13,0.586,8.7,0.018
1985-02-14,0.617,8.8,0.019
1985-02-15,0.644,8.96,0.019
1985-02-16,0.682,8.97,0.018
1985-02-17,0.71,8.92,0.018
1985-02-18,0.727,8.7,0.018
1985-02-19,0.749,8.72,0.018
1985-02-20,0.8,8.82,0.018
1985-02-21,0.746,8.9,0.018
1985-02-22,0.805,8.84,0.018
1985-02-23,0.829,8.8,0.019
1985-02-24,0.858,9.0,0.019
1985-02-25,0.864,9.16,0.018
1985-02-26,0.81,8.95,0.017
1985-02-27,0.845,8.8,0.017
1985-02-28,0.875,9.2,0.018
1985-03-01,0.869,9.35,0.017
1985-03-02,0.814,9.15,0.017
1985-03-03,0.79,8.8,0.016
1985-03-04,0.861,8.6,0.015
1985-03-05,0.911,8.6,0.016
1985-03-06,0.854,8.6,0.016
1985-03-07,0.756,8.6,0.016
1985-03-08,0.811,8.7,0.016
1985-03-09,0.819,8.8,0.016
1985-03-10,0.918,8.9,0.016
1985-03-11,0.839,8.9,0.016
1985-03-12,0.872,9.0,0.016
1985-03-13,0.909,9.1,0.017
1985-03-14,0.921,9.3,0.018
1985-03-15,0.947,9.6,0.019
1985-03-16,1.02,10.0,0.025
1985-03-17,1.05,10.5,0.038
1985-03-18,1.08,11.0,0.058
1985-03-19,1.08,11.6,0.062
1985-03-20,1.1,12.4,0.058
1985-03-21,1.06,12.3,0.05
1985-03-22,1.05,11.8,0.044
1985-03-23,1.01,11.5,0.036
1985-03-24,1.03,11.8,0.035
1985-03-25,0.982,11.5,0.034
1985-03-26,0.975,11.4,0.034
1985-03-27,0.977,11.4,0.034
1985-03-28,0.969,11.2,0.035
1985-03-29,0.956,11.0,0.036
1985-03-30,0.972,11.0,0.037
1985-03-31,0.997,11.0,0.038
1985-04-01,1.12,13.0,0.05
1985-04-02,1.23,16.7,0.098
1985-04-03,1.36,19.5,0.097
1985-04-04,1.28,18.4,0.095
1985-04-05,1.25,17.2,0.096
1985-04-06,1.25,16.7,0.095
1985-04-07,1.25,16.6,0.098
1985-04-08,1.3,17.0,0.1
1985-04-09,1.39,18.7,0.154
1985-04-10,1.65,22.2,0.207
1985-04-11,2.03,26.9,0.234
1985-04-12,2.48,30.6,0.261
1985-04-13,3.21,34.7,0.256
1985-04-14,4.21,43.8,0.251
1985-04-15,4.06,46.9,0.243
1985-04-16,3.68,43.1,0.233
1985-04-17,3.72,41.6,0.229
1985-04-18,3.53,40.2,0.233
1985-04-19,3.61,38.3,0.114
1985-04-20,3.43,36.2,0.108
1985-04-21,3.16,32.1,0.098
1985-04-22,2.99,30.2,0.098
1985-04-23,2.92,29.6,0.098
1985-04-24,2.81,28.0,0.103
1985-04-25,2.69,26.6,0.114
1985-04-26,2.62,25.5,0.114
1985-04-27,2.78,27.8,0.498
1985-04-28,4.05,36.3,0.482
1985-04-29,4.63,42.1,0.347
1985-04-30,4.61,43.2,0.36
1985-05-01,4.9,45.9,0.354
1985-05-02,5.8,55.5,0.585
1985-05-03,7.3,74.1,0.62
1985-05-04,7.7,86.1,0.685
1985-05-05,6.65,76.7,0.685
1985-05-06,6.05,67.9,1.1
1985-05-07,5.94,66.0,1.16
1985-05-08,6.05,68.0,1.1
1985-05-09,6.12,70.4,0.335
1985-05-10,6.16,73.3,0.238
1985-05-11,6.08,71.6,0.195
1985-05-12,5.81,66.8,0.18
1985-05-13,5.7,62.5,0.184
1985-05-14,5.88,64.7,0.238
1985-05-15,6.13,67.5,0.298
1985-05-16,6.75,80.4,0.347
1985-05-17,7.75,98.6,0.433
1985-05-18,9.05,121.0,0.567
1985-05-19,10.9,153.0,0.886
1985-05-20,12.4,175.0,1.0
1985-05-21,12.7,188.0,0.915
1985-05-22,12.8,193.0,0.886
1985-05-23,13.0,202.0,0.754
1985-05-24,13.6,210.0,0.585
1985-05-25,14.4,214.0,0.685
1985-05-26,14.2,211.0,0.55
1985-05-27,12.2,185.0,0.541
1985-05-28,11.3,161.0,0.663
1985-05-29,10.4,146.0,0.685
1985-05-30,9.95,146.0,0.567
1985-05-31,9.6,146.0,0.541
1985-06-01,9.76,149.0,0.347
1985-06-02,9.39,145.0,0.322
1985-06-03,8.72,132.0,0.22
1985-06-04,8.33,123.0,0.685
1985-06-05,8.14,119.0,0.685
1985-06-06,7.99,117.0,0.663
1985-06-07,9.38,139.0,0.585
1985-06-08,14.6,195.0,0.685
1985-06-09,11.5,153.0,0.706
1985-06-10,9.89,128.0,0.706
1985-06-11,8.49,108.0,0.706
1985-06-12,8.03,100.0,0.465
1985-06-13,7.9,97.7,0.403
1985-06-14,7.76,95.9,0.388
1985-06-15,7.67,98.6,0.36
1985-06-16,7.59,98.8,0.335
1985-06-17,7.41,91.6,0.309
1985-06-18,7.24,84.6,0.277
1985-06-19,7.09,82.8,0.267
1985-06-20,7.15,88.1,0.238
1985-06-21,7.12,89.7,0.22
1985-06-22,6.7,80.8,0.158
1985-06-23,6.34,75.5,0.093
1985-06-24,6.03,70.0,0.088
1985-06-25,5.67,63.6,0.079
1985-06-26,5.39,57.3,0.07
1985-06-27,5.15,54.6,0.066
1985-06-28,5.11,54.2,0.062
1985-06-29,5.14,54.8,0.055
1985-06-30,5.22,56.7,0.049
1985-07-01,5.12,58.2,0.044
1985-07-02,4.95,57.7,0.044
1985-07-03,4.82,56.5,0.038
1985-07-04,4.76,56.0,0.038
1985-07-05,4.67,55.3,0.038
1985-07-06,4.52,54.5,0.036
1985-07-07,4.36,53.2,0.036
1985-07-08,4.21,50.1,0.036
1985-07-09,4.09,47.4,0.036
1985-07-10,3.98,46.3,0.036
1985-07-11,3.89,45.7,0.036
1985-07-12,3.74,44.6,0.029
1985-07-13,3.65,42.6,0.029
1985-07-14,3.56,41.1,0.029
1985-07-15,3.41,38.3,0.029
1985-07-16,3.29,37.3,0.027
1985-07-17,3.44,38.0,0.026
1985-07-18,3.42,39.0,0.026
1985-07-19,3.18,35.8,0.026
1985-07-20,3.08,33.7,0.027
1985-07-21,2.96,32.8,0.029
1985-07-22,2.9,32.0,0.029
1985-07-23,2.91,31.8,0.029
1985-07-24,2.92,31.9,0.027
1985-07-25,2.76,30.6,0.026
1985-07-26,2.63,29.5,0.026
1985-07-27,2.52,28.7,0.026
1985-07-28,2.47,28.0,0.026
1985-07-29,2.42,27.1,0.026
1985-07-30,2.36,26.7,0.026
1985-07-31,2.33,26.3,0.026
1985-08-01,2.31,26.1,0.026
1985-08-02,2.3,26.3,0.026
1985-08-03,2.36,26.7,0.027
1985-08-04,2.22,25.9,0.028
1985-08-05,2.18,25.5,0.03
1985-08-06,2.14,25.3,0.031
1985-08-07,2.05,24.6,0.032
1985-08-08,2.04,24.3,0.032
1985-08-09,2.06,25.1,0.033
1985-08-10,2.06,24.6,0.045
1985-08-11,2.06,24.2,0.058
1985-08-12,2.32,25.5,0.043
1985-08-13,2.31,25.9,0.028
1985-08-14,2.28,24.6,0.028
1985-08-15,3.02,27.6,0.028
1985-08-16,3.48,31.3,0.028
1985-08-17,3.38,30.8,0.029
1985-08-18,3.31,30.5,0.029
1985-08-19,3.25,30.0,0.03
1985-08-20,3.16,30.2,0.03
1985-08-21,3.1,30.1,0.031
1985-08-22,3.06,30.7,0.03
1985-08-23,2.96,30.2,0.03
1985-08-24,2.86,29.4,0.03
1985-08-25,2.72,28.4,0.031
1985-08-26,2.56,27.8,0.031
1985-08-27,2.51,27.2,0.031
1985-08-28,2.48,27.0,0.031
1985-08-29,2.41,26.2,0.032
1985-08-30,2.33,25.5,0.032
1985-08-31,2.26,25.0,0.033
1985-09-01,2.19,24.9,0.032
1985-09-02,2.33,24.7,0.032
1985-09-03,2.26,23.9,0.032
1985-09-04,2.33,24.2,0.031
1985-09-05,2.42,24.5,0.031
1985-09-06,2.79,26.9,0.04
1985-09-07,2.73,27.3,0.031
1985-09-08,2.62,26.6,0.03
1985-09-09,2.56,25.6,0.03
1985-09-10,2.62,25.3,0.029
1985-09-11,2.7,25.2,0.029
1985-09-12,4.84,32.6,0.058
1985-09-13,6.11,53.5,0.086
1985-09-14,5.36,55.9,0.089
1985-09-15,4.67,52.8,0.092
1985-09-16,4.27,48.6,0.091
1985-09-17,4.13,46.2,0.09
1985-09-18,4.22,44.3,0.088
1985-09-19,4.08,42.0,0.085
1985-09-20,3.85,39.7,0.084
1985-09-21,3.8,37.3,0.083
1985-09-22,3.91,36.4,0.083
1985-09-23,3.87,35.6,0.082
1985-09-24,3.74,34.0,0.081
1985-09-25,3.65,32.5,0.081
1985-09-26,3.66,32.1,0.078
1985-09-27,3.69,31.6,0.075
1985-09-28,3.62,30.8,0.074
1985-09-29,3.57,29.9,0.074
1985-09-30,3.51,29.0,0.072
1985-10-01,3.51,28.4,0.072
1985-10-02,3.49,28.0,0.072
1985-10-03,3.43,27.9,0.072
1985-10-04,3.36,27.1,0.072
1985-10-05,3.35,26.4,0.074
1985-10-06,3.5,27.0,0.072
1985-10-07,3.27,26.2,0.07
1985-10-08,3.18,25.3,0.066
1985-10-09,3.12,24.4,0.062
1985-10-10,3.19,23.9,0.06
1985-10-11,3.16,23.9,0.06
1985-10-12,3.09,23.8,0.06
1985-10-13,3.02,23.1,0.062
1985-10-14,3.02,23.0,0.064
1985-10-15,3.29,23.1,0.066
1985-10-16,3.85,24.7,0.07
1985-10-17,3.93,26.6,0.07
1985-10-18,3.7,25.6,0.068
1985-10-19,3.66,24.8,0.068
1985-10-20,3.89,25.6,0.073
1985-10-21,3.85,25.9,0.072
1985-10-22,3.86,26.8,0.073
1985-10-23,3.91,27.2,0.072
1985-10-24,3.82,27.1,0.073
1985-10-25,5.26,35.3,0.108
1985-10-26,5.12,34.9,0.098
1985-10-27,5.18,33.9,0.105
1985-10-28,5.69,37.7,0.124
1985-10-29,5.43,36.9,0.114
1985-10-30,5.14,34.1,0.107
1985-10-31,4.9,32.2,0.101
1985-11-01,4.7,31.6,0.098
1985-11-02,4.57,31.7,0.097
1985-11-03,5.02,33.3,0.104
1985-11-04,5.61,39.0,0.114
1985-11-05,5.42,38.4,0.114
1985-11-06,4.95,34.7,0.105
1985-11-07,4.59,32.3,0.102
1985-11-08,4.32,30.2,0.098
1985-11-09,3.79,27.9,0.09
1985-11-10,3.38,24.3,0.08
1985-11-11,2.53,20.8,0.065
1985-11-12,2.51,18.5,0.064
1985-11-13,2.69,18.3,0.065
1985-11-14,2.84,18.1,0.065
1985-11-15,2.94,18.5,0.065
1985-11-16,3.05,19.4,0.066
1985-11-17,2.74,19.0,0.056
1985-11-18,2.46,18.2,0.054
1985-11-19,2.42,17.1,0.051
1985-11-20,2.25,16.2,0.046
1985-11-21,2.22,15.3,0.042
1985-11-22,2.2,14.4,0.038
1985-11-23,2.24,13.7,0.037
1985-11-24,2.3,13.1,0.037
1985-11-25,2.37,12.6,0.037
1985-11-26,2.43,12.0,0.036
1985-11-27,2.48,11.7,0.035
1985-11-28,2.43,11.8,0.035
1985-11-29,2.45,11.8,0.035
1985-11-30,2.51,12.2,0.036
1985-12-01,2.54,12.5,0.036
1985-12-02,2.56,13.1,0.037
1985-12-03,2.57,14.2,0.038
1985-12-04,2.62,15.4,0.039
1985-12-05,2.68,16.6,0.039
1985-12-06,2.68,17.2,0.039
1985-12-07,2.65,17.6,0.039
1985-12-08,2.57,17.0,0.038
1985-12-09,2.46,16.1,0.034
1985-12-10,2.41,15.4,0.031
